"hgnc_symbol","chromosome_name","start_position","end_position"
"","10",45849644,45972457
"SDCBP2","20",1309909,1329211
"","5",32443628,32456048
"","9",40500651,40503283
"","8",17026324,17027229
"","5",44936765,44996608
"","2",99141485,99322741
"","8",17131181,17149790
"","15",22494864,22590832
"","5",31772714,31774014
"BMS1P14","9",40505399,40566281
"","8",17154151,17157144
"PELO-AS1","5",52673186,52800811
"","9",40608971,40637007
"","19",31168664,31170298
"","8",17226029,17228085
"","8",127629675,127671017
"","19",31354703,31355772
"","2",99154998,99195298
"","5",43313617,43348728
"UCA1-AS1","19",15821851,15865032
"IGKV1OR9-2","9",40641841,40642117
"","9",40665735,40746969
"CASC11","8",127686343,127739022
"MITD1","2",99161427,99181058
"","5",81758690,81823745
"","9",92837504,92899614
"","5",81787721,81794349
"","10",133509110,133528003
"LINC02039","5",126178696,126195706
"","8",127754543,127761878
"","10",62694455,62696727
"","8",127988950,127997040
"","10",45846957,45853831
"","8",128106716,128119442
"","10",24724249,24724649
"","8",128140560,128142461
"","10",9064274,9065824
"","8",128148990,128168626
"LBX1-AS1","10",101221750,101270148
"","8",128156750,128156921
"","8",128180403,128190799
"","5",81846758,81851972
"","5",126054511,126062688
"","5",71930903,71989963
"FHIP1A-DT","4",151333774,151409040
"","5",13032959,13108382
"","5",71929517,71933225
"","9",92809388,92888693
"","19",21863927,21866296
"PVT1","8",127794513,128188202
"","5",174611118,174625900
"UCA1","19",15828206,15836328
"SEPHS1P6","2",199659551,199660729
"","9",34144663,34151681
"","9",34178452,34178858
"","2",199872172,199872378
"","9",34380864,34393456
"RN7SL717P","2",199901081,199901377
"RPS3P3","3",184149704,184150435
"C2orf69","2",199911293,199955935
"ENHO-AS1","9",34521527,34524482
"MIR4448","3",183886800,183886885
"EEF1A1P8","3",184026369,184027756
"CNTFR-AS1","9",34568009,34583072
"HTR3D","3",184031544,184039369
"","10",63664657,64693794
"","5",174612099,174614864
"LINC02900","5",135233868,135248209
"MIR1301","2",25328640,25328721
"","4",105540190,105552437
"","2",25697076,25697188
"","2",121178327,121182580
"","2",95485541,95485805
"","4",48944726,48946801
"","2",95486480,95488627
"","4",155113829,155122854
"","2",95496022,95496531
"","4",154491055,154502503
"CEP72-DT","5",571564,612231
"","2",95502791,95505059
"TRIM64FP","2",95514827,95520107
"","9",34612180,34612797
"","4",17323962,17325076
"","4",3544518,3548796
"","9",85756042,85805907
"","2",95536117,95536495
"","2",95537969,95538469
"","2",95542730,95543230
"","2",95588149,95589253
"","2",95590969,95591206
"TRIM43","2",95592001,95599778
"","5",135124380,135131323
"LINC02472","4",29214253,29291886
"","5",607639,609357
"KRT18P43","3",169902980,169904260
"","5",135263557,135268046
"","5",135194037,135194671
"SAMD7","3",169911572,169939175
"","5",166107433,166128329
"","4",4856561,4870017
"","2",95616492,95617233
"UBTFL3","2",95625213,95626236
"JAKMIP2-AS1","5",147559930,147694828
"","2",95633850,95636106
"NPM1P46","2",197379701,197380892
"","4",3545155,3547313
"MPIG6B","HSCHR6_MHC_DBB_CTG1",2966356,2974472
"","2",197404718,197404854
"","4",4914431,4920725
"RNU6-1029P","2",197447745,197447851
"","4",25529177,25619468
"HSPE1-MOB4","2",197500413,197550726
"","11",33698261,33722467
"","10",63706936,63707402
"","10",119793559,119815958
"","10",91772314,91780591
"","10",124083488,124092745
"","4",166716471,166726522
"","10",117838510,117840176
"","4",128653682,128728508
"","10",119459503,119461306
"","5",74571689,74617273
"","2",197533803,197533965
"","10",121038484,121077479
"","5",89757114,89794584
"CFAP210","2",169645425,169694405
"","5",147721694,147728464
"","10",121055320,121070031
"","4",166198288,166337755
"CERNA2","10",84167228,84172094
"SV2C-AS2","5",76285523,76336851
"","4",11313808,11409664
"","10",19980422,20005671
"","19",50041018,50042475
"","10",19812360,19818052
"","19",33283978,33293329
"","5",76334870,76342804
"","5",122212424,122279480
"","19",16094865,16111370
"LINC02105","5",53761035,53819722
"","19",20864384,20972134
"RPL10P17","1",12220794,12221109
"","4",136118675,136395471
"","1",22364630,22366482
"","1",11500803,11502016
"","10",30488158,30491998
"GRM5P1","11",49560818,49810417
"","1",18109389,18115861
"","10",26992178,26993318
"","1",2768091,2784733
"","10",8083243,8084274
"","4",11426874,11467802
"HES5","1",2528745,2530263
"DIP2C-AS1","10",649948,669581
"","19",16074292,16076236
"NOX4P1","11",49305714,49379488
"","19",44140611,44141531
"NCR3","HSCHR6_MHC_SSTO_CTG1",2888176,2892265
"FAM20BP1","3",169931998,169933229
"","19",3063044,3066141
"","3",169945987,169946754
"ZNF566-AS1","19",36489621,36491040
"RNU4-38P","3",170057301,170057429
"","19",41928666,41929111
"KMT5AP3","3",170062244,170062951
"OR4C1P","11",55509729,55510665
"","1",5480787,5482028
"","2",169658132,169661357
"","19",23308683,23309118
"LRRIQ4","3",169812870,169837773
"","11",55506635,55511169
"PPIAP34","1",22322840,22323331
"","19",56952159,56953661
"IFITM3P7","1",25125053,25125454
"","1",29488193,29496893
"OR9M1P","11",55855592,55856512
"","19",22241175,22246969
"MARCHF6-DT","5",10323547,10354117
"","1",29755175,29790597
"","19",53132483,53136596
"","4",121392654,121525444
"","11",55850347,55858547
"","1",29904865,29905357
"","2",169727872,169728003
"LINC00841","10",43909244,43984464
"","19",4088648,4089859
"PTCHD3P2","2",169767185,169768799
"","11",50315414,50315597
"LINC01756","1",29329620,29350114
"TRIM51HP","11",55291883,55298270
"","19",17871285,17874209
"CYB5AP2","2",169790093,169790885
"","1",2811850,2812692
"","3",51668592,51671176
"","19",10037546,10040230
"RNA5SP132","3",51694465,51694582
"NSA2P5","2",170077224,170078294
"IQCF6","3",51778561,51779241
"","11",55295406,55298232
"","4",126776777,126778500
"KAZN","1",13892792,15118043
"","4",26873666,26874562
"TRIM64DP","11",89776981,89782377
"","4",166429522,166432164
"RNU6-1006P","2",170119996,170120098
"RPEP5","2",161931199,161931466
"","4",165799783,165854705
"EIF3EP2","2",162088259,162090072
"LINC02212","5",10486353,10502800
"","11",106264315,106264581
"ANKRD17-DT","4",73258885,73353608
"","2",162092232,162095032
"BCL2L1","20",31664452,31723989
"FOLH1B","11",89639237,89698599
"GCG","2",162142882,162152404
"PPIAP9","HSCHR6_MHC_COX_CTG1",2996824,2997635
"","3",196912646,196914579
"SUMO2P1","HSCHR6_MHC_COX_CTG1",1122536,1122819
"SUCLA2P1","HSCHR6_MHC_COX_CTG1",1948620,1949989
"SAPCD1-AS1","HSCHR6_MHC_COX_CTG1",3241567,3242846
"NCBP2","3",196935402,196942594
"OR2B4P","HSCHR6_MHC_COX_CTG1",777300,778242
"","15",22507885,22518747
"MCCD1P2","HSCHR6_MHC_COX_CTG1",1473825,1474702
"LNROP","19",42132555,42157523
"MOG","HSCHR6_MHC_COX_CTG1",1143453,1158845
"OR51F5P","11",4709569,4710510
"","15",85751655,85753284
"","15",23714070,23734266
"OR51A8P","11",4832133,4833072
"OR51H2P","11",4876557,4877462
"","15",40179240,40180924
"OR52A4P","11",5120621,5121578
"","15",85196444,85213905
"","11",5121155,5124513
"OR2B4P","HSCHR6_MHC_SSTO_CTG1",600130,601072
"MICB","HSCHR6_MHC_SSTO_CTG1",2797381,2810410
"FAM27C","9",61854038,62096920
"","HSCHR6_MHC_DBB_CTG1",2164546,2182776
"HBBP1","11",5242120,5243537
"OR52B5P","11",5560967,5561917
"OR10N1P","11",124105100,124105968
"","15",70434993,70443872
"","11",124104965,124111092
"","19",33238331,33249413
"LINC00840","10",43778946,43901405
"","19",33241345,33244792
"","15",101745770,101798811
"","19",20972254,20983495
"OR8B1P","11",124365634,124366551
"HNRNPA1P2","HSCHR6_MHC_DBB_CTG1",3566684,3567643
"","4",113406864,113562730
"","HSCHR6_MHC_DBB_CTG1",3772703,3773834
"","11",124365465,124367298
"","19",53878435,53879396
"TRIM31","HSCHR6_MHC_DBB_CTG1",1358814,1369016
"","4",116343983,116355780
"OR8B9P","11",124480999,124481923
"","19",3180720,3185293
"","11",124476963,124482870
"DEFB130C","11",71856277,71863653
"","4",83360493,83369721
"","19",36423664,36423988
"RNA5SP112","2",177138699,177138797
"","4",189342634,189364174
"SLC25A51P4","11",18209693,18210541
"STUB1P1","2",177177695,177178255
"","19",9435582,9462529
"","2",177194983,177195095
"OR5AQ1P","11",56054377,56055303
"KRT8P40","2",177197985,177198547
"MIR4444-1","2",177212726,177212799
"ZBTB33","X",120250752,120259741
"","11",56049785,56055730
"DNAJC19P5","2",177229191,177229506
"","5",10316088,10331199
"MIR3128","2",177255945,177256010
"MIR6512","2",177313806,177313882
"","19",22665552,22717311
"H3P7","2",177344443,177344836
"","5",53540275,53540869
"","4",4855028,4855720
"OR5BE1P","11",56082801,56083739
"","2",177345858,177345961
"","6",130133410,130146179
"ROPN1L-AS1","5",10435098,10441936
"","4",93147420,93157763
"IFT70B","2",177548998,177552796
"","15",92344761,92394546
"","11",56082801,56084840
"","4",187925171,187933289
"OR5G5P","11",56801856,56802794
"IFT70A-AS1","2",177603089,177618572
"OR2AH1P","11",56669017,56669944
"LINC02213","5",10504990,10522084
"IFT70A","2",177612999,177618742
"","11",56667545,56674664
"DONSON","21",33559542,33589015
"RPS26P18","2",15397435,15397782
"OR5M2P","11",56479492,56480427
"RPL21P35","2",231559903,231560364
"SYNM-AS1","15",98954149,99105877
"","1",2773603,2776473
"","11",56476287,56484839
"","5",8516604,8522551
"RPL23AP26","2",231585864,231586327
"","5",10522143,10525311
"","11",102751070,102754943
"TMEM51-AS1","1",15111815,15153618
"TEX44","2",231592864,231594276
"","4",24321454,24328168
"GPC3","X",133535745,133987100
"","5",53464940,53466663
"SAMD3","6",130144315,130365425
"","19",53498407,53518691
"","4",159360737,159367345
"LINC01169","15",66582190,66685798
"","5",67934883,68019995
"TRIM40","HSCHR6_MHC_SSTO_CTG1",1435047,1447667
"","4",24320815,24321580
"RN7SL499P","2",231645998,231646273
"","4",119192773,119212644
"MIR4786","2",239943015,239943094
"OR9S24P","2",240079433,240080362
"NCBP2-AS1","3",196939877,196942534
"","11",102752123,102753452
"OR5S1P","2",240109102,240110052
"NCBP2AS2","3",196942674,196943543
"EEF1A1P49","11",92914603,92916591
"","2",240184716,240187878
"","3",196973709,196979197
"","15",92445426,92469589
"","2",240189710,240194408
"RPSAP69","3",196986676,196987558
"","15",42497394,42532840
"","2",240289216,240289443
"NUDCP2","2",178454716,178455428
"RYBP","3",72371825,72446621
"ENPP7P8","11",71722052,71781183
"","5",67966064,67968065
"","4",1856349,1857762
"","2",178554561,178558966
"","5",68077799,68097182
"OR6M2P","11",123841006,123841876
"OR2H1","HSCHR6_MHC_SSTO_CTG1",766194,773341
"","2",178616581,178617123
"","4",163493261,163493353
"","11",123839035,123841930
"","15",42571782,42575243
"","5",134523795,134527661
"","2",178644717,178645179
"","4",22215916,22217680
"","15",60073551,60118391
"BRD7P6","2",70353010,70355915
"GUCY2EP","11",76694041,76719801
"FTLP18","1",36630335,36630857
"LINC02363","4",184327881,184353977
"PPP1R18","HSCHR6_MHC_DBB_CTG1",1932243,1943749
"TGFA-IT1","2",70467385,70468495
"","1",2363061,2363628
"LINC02810","1",17717625,17749978
"COL6A6","3",130517177,130677044
"","2",169479480,169525922
"","15",60078451,60081803
"FTH1P1","1",37544763,37545294
"","15",63091085,63110589
"CARD17P","11",105092486,105101414
"","2",169577371,169577746
"CASZ1","1",10636604,10796650
"SPRY2","13",80335518,80342983
"","2",9936360,9939590
"HLA-DMA","HSCHR6_MHC_SSTO_CTG1",4347848,4369963
"OR10AB1P","11",7728400,7729337
"MEF2C-AS1","5",88883276,89467616
"OR5BA1P","11",57866298,57867279
"GLYATL1P2","11",58884947,58893460
"","10",68900361,68901051
"","15",95638316,95826499
"LINC02659","10",43900874,43912384
"RALY","20",33993632,34108308
"OR7E14P","11",17052025,17053024
"GRHL1","2",9951693,10002277
"TSSC2","11",3401759,3408810
"BAIAP2L2","22",38084652,38111015
"","10",43877429,43878519
"TAPBP","HSCHR6_MHC_DBB_CTG1",4543212,4557902
"","10",63628102,63630052
"FAM86C2P","11",67793196,67805313
"","10",84548307,84549563
"","10",3852079,3852538
"","10",119178866,119206634
"","4",97107594,97141398
"","10",29235093,29245842
"LINC00924","15",95296424,95615635
"","19",4769568,4791554
"","10",61905861,61913147
"","11",67955482,67955690
"SEPTIN7P11","11",50284949,50295334
"","10",29229394,29235853
"","10",61900402,61902874
"","4",49498181,49499974
"","19",47646772,47651273
"CDC16","13",114234856,114272723
"CASP4LP","11",104903453,104909915
"LINC01612","4",170226496,170284885
"TPM3P9","19",53431984,53444670
"","10",29245121,29248002
"","10",100483964,100485010
"","10",61900138,61900830
"","10",129278001,129291722
"","9",81977614,82780195
"","10",128871134,128874939
"","10",68074937,68075894
"FAUP4","11",65455269,65455581
"","10",103696514,103700251
"FAM86C1P","11",71787537,71799660
"","10",129235841,129275052
"OR52B1P","11",6151641,6152549
"","4",170199017,170228919
"OR52B2","11",6169355,6170326
"","11",6201901,6203253
"","4",130026567,130138232
"C11orf42","11",6205557,6211135
"MIR7-3HG","19",4769031,4785077
"","10",4430669,4431850
"","4",170273240,170280020
"","10",117686423,117686766
"","4",130121850,130125827
"OR2N1P","HSCHR6_MHC_SSTO_CTG1",447239,448175
"","10",92845000,92846088
"ZBTB9","HSCHR6_MHC_SSTO_CTG1",4903302,4906271
"","4",6727331,6728158
"","10",130809730,130810867
"","4",110949639,111013998
"RANP3","11",74652636,74652911
"","10",23557549,23569867
"","10",111500895,111635174
"RN7SKP297","11",74685224,74685505
"","10",111479942,111556010
"LINC02569","HSCHR6_MHC_SSTO_CTG1",1817023,1819977
"LTB","HSCHR6_MHC_SSTO_CTG1",2879835,2881802
"","4",186840566,187061224
"","10",6824275,7119808
"CHRDL2","11",74696429,74731426
"TTLL1","22",43039516,43089427
"","1",42335386,42338376
"","4",186889312,186990677
"","3",42809414,42908105
"GRIK3","1",36795527,37034515
"","3",42809446,43055871
"OR2H4P","HSCHR6_MHC_SSTO_CTG1",524652,525589
"HLA-F-AS1","HSCHR6_MHC_SSTO_CTG1",1032830,1055278
"","4",186979487,187027451
"","4",153759468,154300500
"LY6G6D","HSCHR6_MHC_SSTO_CTG1",3014652,3017100
"BEND7-DT","10",13528516,13530264
"","10",43684718,43708349
"","9",13711460,14032540
"KRBOX1-AS1","3",42934252,42936785
"","3",43037121,43037451
"RN7SL517P","3",43314951,43315255
"SNRK-AS1","3",43346923,43352152
"LINP1","10",6682513,6879450
"","4",114016164,114036505
"","3",43472477,43472596
"RPL18AP9","3",43484972,43485880
"","4",186844988,186889199
"CHCHD4P4","3",11234256,11234582
"MCCD1P1","HSCHR6_MHC_SSTO_CTG1",1207510,1208372
"PBX2","HSCHR6_MHC_SSTO_CTG1",3500940,3506391
"","4",92089873,92182473
"","4",16114233,16118190
"","3",11488300,11488473
"CSTBP1","3",11529488,11529755
"","4",186832834,186841231
"","4",79385875,79399254
"","4",11720356,11722347
"VGLL4","3",11556069,11771350
"","4",126217623,126255491
"MICE","HSCHR6_MHC_DBB_CTG1",1004803,1012039
"","4",74539709,74670773
"TRIM26BP","HSCHR6_MHC_DBB_CTG1",1494171,1498147
"","2",10021578,10022825
"ABCF1","HSCHR6_MHC_DBB_CTG1",1827203,1853009
"PLA2G2D","1",20111939,20119566
"LETR1","15",95166065,95327129
"","2",10090205,10090319
"","2",10155072,10155206
"","9",134442247,134545517
"MIR4261","2",10192614,10192671
"RN7SL66P","2",10280628,10280891
"","2",10296047,10296180
"SNORA80B","2",10446714,10446849
"","2",219358870,219358983
"","2",219427477,219429319
"","HSCHR6_MHC_SSTO_CTG1",4057117,4059706
"TUBB","HSCHR6_MHC_SSTO_CTG1",2020987,2026212
"","1",34850694,34851555
"HSPA5P1","1",38708931,38710890
"","6",68635890,68635967
"SPEG","2",219434843,219493629
"","1",38864501,38881617
"LMNTD1","12",25409307,25648579
"","6",53065602,53065673
"OGT","X",71533083,71575892
"","6",16328342,16328431
"","6",53041266,53041385
"","10",31551506,31604072
"","4",74544288,74581037
"","10",85119186,85170169
"","10",6920174,6978528
"","4",74650386,74673251
"","10",31587015,31606300
"DSP","6",7541326,7586717
"","4",87278610,87290173
"","1",10639241,10654333
"","4",58565284,58590276
"RPS29P6","1",37330852,37330996
"","4",66735057,66735812
"LINC02265","4",40307184,40330422
"","10",123953293,123996257
"","1",14221887,14304445
"","1",32465057,32600792
"","1",18015712,18045612
"RPS27P9","1",37556247,37556499
"","10",14074284,14087605
"","4",155428516,155448653
"PADI6","1",17372196,17401699
"","10",6791301,6802608
"MICE","HSCHR6_MHC_COX_CTG1",1225576,1232815
"","4",103550086,103559277
"MAS1L","HSCHR6_MHC_COX_CTG1",973218,974354
"POLR1HASP","HSCHR6_MHC_COX_CTG1",1480399,1541417
"","10",31585488,31587380
"","10",89017621,89018158
"","10",6745546,6755323
"PADI4","1",17308195,17364004
"PSMB8","HSCHR6_MHC_SSTO_CTG1",4239969,4243903
"","10",123972603,123991584
"","9",66942703,66988373
"LINC00706","10",6772271,6779205
"","4",95061978,95065880
"","4",5437206,5437845
"","11",74698231,74699658
"LASTR","10",5594980,5635925
"","4",22989147,23193740
"MIR4696","11",74720268,74720337
"RPL36AP38","11",74738478,74738796
"","11",74745716,74746114
"","9",23500691,23672551
"","15",95572882,95639715
"LCIIAR","15",29664498,29705804
"XRRA1","11",74807739,74949200
"LINC01654","1",18065657,18074412
"HLA-DOA","HSCHR6_MHC_COX_CTG1",4416346,4421780
"SHMT1P1","1",43850300,43851611
"FAM95B1","9",40223085,40349752
"PHB1P12","1",50780340,50781150
"","15",95457250,95493843
"RLF","1",40161387,40240921
"SLC19A1","21",45493572,45573564
"RNF39","HSCHR6_MHC_SSTO_CTG1",1369185,1374806
"","15",95410716,95432494
"GSG1","12",13083532,13103683
"","10",123901866,123907359
"","1",43650149,43931014
"HCG25","HSCHR6_MHC_COX_CTG1",4661031,4666486
"","15",85270304,85380540
"MIR1915HG","10",21487597,21497260
"","1",2814432,2814998
"MIR3945HG","4",184843296,184855751
"","1",34761426,34788097
"FCF1P6","1",50405430,50406024
"RPL6P1","1",45781277,45781957
"LINC02625","10",61684892,61897840
"HSPA1B","HSCHR6_MHC_COX_CTG1",3304988,3307511
"LINC02829","HSCHR6_MHC_SSTO_CTG1",806520,819567
"DLGAP3","1",34865436,34929650
"HLA-DQB1-AS1","HSCHR6_MHC_SSTO_CTG1",4057111,4057960
"AGER","HSCHR6_MHC_COX_CTG1",3619320,3622676
"SLC44A4","HSCHR6_MHC_SSTO_CTG1",3164419,3180268
"","4",14622314,14631331
"","4",184826194,184850920
"","1",53209783,53213775
"","19",53422490,53432610
"","4",54549549,54561506
"","4",172135181,172156108
"","15",97982509,98017792
"TMA16P2","1",45846994,45847594
"","4",184851450,184853657
"","19",31065513,31066492
"","4",149254276,149293469
"","19",53463564,53464224
"MRPS6P2","1",50846468,50846837
"","19",57974640,57981352
"CLSPN-AS1","1",35739389,35743576
"","4",184851574,184851926
"","19",16584519,16584852
"","4",33321959,33324191
"","1",53304536,53307462
"","19",54256632,54271761
"","15",89977970,89979263
"","4",37775254,37827490
"","15",95502862,95509993
"","1",56173433,56524495
"","15",69892409,69909104
"","19",54210181,54218990
"","10",123857301,123859082
"LINC02251","15",98003038,98087384
"","10",21499232,21501278
"","10",7073510,7076368
"CHST7","X",46573391,46598496
"","4",16998165,17003885
"CZIB-DT","1",53220663,53224253
"","10",123994999,123996297
"","4",37761035,37781092
"","19",54270059,54271793
"","1",62896009,62901639
"","10",21505858,21507509
"","1",63024207,63025658
"LINC02665","10",7096216,7097682
